,palavra,rec,pont
8467,reuniu-se,1,0.02080492116164727
8466,distingui-lo,1,0.02080492116164727
8465,deixou-os,1,0.02080492116164727
8463,abaixou-se,1,0.02080492116164727
8461,general,1,0.02080492116164727
8456,alcantil,1,0.02080492116164727
8464,seixos,1,0.02080492116164727
5079,testamento,11,0.02078161951767692
2054,moribundo,9,0.020617049354339417
4155,guaximas,3,0.02052461258238791
1138,cavaleiros,11,0.020514672168705318
905,correrias,3,0.020502347545550165
748,légua,3,0.020475281495478278
10152,obedeçais,1,0.02019137120781853
10158,vo-la,1,0.02019137120781853
10149,medula,1,0.02019137120781853
10151,acompanheis,1,0.02019137120781853
10153,cegamente,1,0.02019137120781853
10154,suceda,1,0.02019137120781853
10155,respondo,1,0.02019137120781853
10156,demolir,1,0.02019137120781853
10174,cortar-nos,1,0.02019137120781853
10157,encontrarmos,1,0.02019137120781853
10172,tomo-a,1,0.02019137120781853
10170,estratagema,1,0.02019137120781853
10147,canibais,1,0.02019137120781853
10168,pertenceremos,1,0.02019137120781853
10167,dividiremos,1,0.02019137120781853
10166,atacaremos,1,0.02019137120781853
10159,tomamos,1,0.02019137120781853
10165,desconfiados,1,0.02019137120781853
10163,resistiremos,1,0.02019137120781853
10162,resistir-lhes,1,0.02019137120781853
10160,reunimos,1,0.02019137120781853
10148,percorrer-lhes,1,0.02019137120781853
10161,atacamos,1,0.02019137120781853
10144,serviremos,1,0.02019137120781853
10146,cevarão,1,0.02019137120781853
10143,sabiam,1,0.02019137120781853
10145,alimentam,1,0.02019137120781853
697,mem,3,0.020132872274125538
5400,fr,16,0.020104527255718856
2308,bandas,4,0.020086502888180757
92,comprei,1,0.0200302698417987
48,prólogo,1,0.0200302698417987
160,carece,1,0.0200302698417987
90,armário,1,0.0200302698417987
89,encontrei,1,0.0200302698417987
86,remoçar,1,0.0200302698417987
77,habilitado,1,0.0200302698417987
178,cabeços,1,0.0200302698417987
193,caudal,1,0.0200302698417987
45,mande,1,0.0200302698417987
204,majestosamente,1,0.0200302698417987
69,exagerar-se,1,0.0200302698417987
158,mister,1,0.0200302698417987
201,embeber,1,0.0200302698417987
68,errar,1,0.0200302698417987
199,espreguiçar,1,0.0200302698417987
50,gostou,1,0.0200302698417987
186,engrossado,1,0.0200302698417987
189,curso,1,0.0200302698417987
187,mananciais,1,0.0200302698417987
52,pede-me,1,0.0200302698417987
95,estragado,1,0.0200302698417987
164,labor,1,0.0200302698417987
56,literatura,1,0.0200302698417987
57,engana-se,1,0.0200302698417987
166,cingiu-se,1,0.0200302698417987
169,emendas,1,0.0200302698417987
170,toleravam,1,0.0200302698417987
156,corrigir,1,0.0200302698417987
59,impressionou,1,0.0200302698417987
172,desalinho,1,0.0200302698417987
181,desliza,1,0.0200302698417987
174,castigado,1,0.0200302698417987
184,dirige,1,0.0200302698417987
46,e-mail,1,0.0200302698417987
154,incorreto,1,0.0200302698417987
151,relendo,1,0.0200302698417987
29,alterado,1,0.0200302698417987
5,20ª,1,0.0200302698417987
6,ed,1,0.0200302698417987
112,condene,1,0.0200302698417987
8,ática,1,0.0200302698417987
9,1996,1,0.0200302698417987
11,texto,1,0.0200302698417987
98,roedor,1,0.0200302698417987
13,biblioteca,1,0.0200302698417987
14,virtual,1,0.0200302698417987
15,estudante,1,0.0200302698417987
21,permitido,1,0.0200302698417987
100,dilúvio,1,0.0200302698417987
17,http://www.bibvirt.futuro.usp.br,1,0.0200302698417987
18,escola,1,0.0200302698417987
103,arca,1,0.0200302698417987
110,comuns,1,0.0200302698417987
20,universidade,1,0.0200302698417987
26,redistribuído,1,0.0200302698417987
108,encontrará,1,0.0200302698417987
24,educacionais,1,0.0200302698417987
107,previno-lhe,1,0.0200302698417987
113,leitura,1,0.0200302698417987
114,explicam,1,0.0200302698417987
33,mantidas,1,0.0200302698417987
115,envio-lhe,1,0.0200302698417987
149,fiou,1,0.0200302698417987
42,manter,1,0.0200302698417987
97,cupim,1,0.0200302698417987
40,voluntários,1,0.0200302698417987
144,minguado,1,0.0200302698417987
143,ledor,1,0.0200302698417987
142,público,1,0.0200302698417987
139,empenho,1,0.0200302698417987
135,dispusesse,1,0.0200302698417987
132,tipográfica,1,0.0200302698417987
128,1857,1,0.0200302698417987
127,publicado,1,0.0200302698417987
126,leitor,1,0.0200302698417987
39,patrocinadores,1,0.0200302698417987
125,dezembro,1,0.0200302698417987
124,12,1,0.0200302698417987
122,escurece,1,0.0200302698417987
121,inverno,1,0.0200302698417987
117,decifrado,1,0.0200302698417987
116,carlota,1,0.0200302698417987
106,cataclisma,1,0.0200302698417987
3789,ceci,31,0.020011669838054223
8460,noturna,4,0.019785908547404456
7050,suspendiam-se,1,0.019767405408179294
7061,abria-os,1,0.019767405408179294
7046,víboras,1,0.019767405408179294
7026,vibradas,1,0.019767405408179294
7027,choras,1,0.019767405408179294
7035,irremissivelmente,1,0.019767405408179294
7055,tristonho,1,0.019767405408179294
7041,gelou-a,1,0.019767405408179294
7036,retirava-se,1,0.019767405408179294
7048,aranhas,1,0.019767405408179294
7049,venenosas,1,0.019767405408179294
7051,teia,1,0.019767405408179294
7052,sibilar,1,0.019767405408179294
7053,estrídulo,1,0.019767405408179294
7054,grilos,1,0.019767405408179294
11776,bebia,1,0.01971565827360291
11777,partículas,1,0.01971565827360291
11778,desprendia,1,0.01971565827360291
11783,tragá-los,1,0.01971565827360291
11779,recebê-la,1,0.01971565827360291
11780,leque,1,0.01971565827360291
11781,conchegou-se,1,0.01971565827360291
11782,fauce,1,0.01971565827360291
11810,9244,1,0.01971565827360291
11784,estupenda,1,0.01971565827360291
11798,vegetações,1,0.01971565827360291
11794,embalançaram-se,1,0.01971565827360291
11793,distensão,1,0.01971565827360291
11792,estorceu-se,1,0.01971565827360291
11790,respouso,1,0.01971565827360291
11789,marcado,1,0.01971565827360291
11788,retração,1,0.01971565827360291
11786,cobertas,1,0.01971565827360291
11785,entrelaçavam,1,0.01971565827360291
11795,desprenderam-se,1,0.01971565827360291
11796,minada,1,0.01971565827360291
11797,flutuante,1,0.01971565827360291
11791,concentrando,1,0.01971565827360291
11799,aquáticas,1,0.01971565827360291
11805,bafejou-lhe,1,0.01971565827360291
11800,inanimada,1,0.01971565827360291
11809,185,1,0.01971565827360291
11807,rubores,1,0.01971565827360291
11806,fez-se,1,0.01971565827360291
11808,purpúreas,1,0.01971565827360291
11804,adoram,1,0.01971565827360291
11803,remontar,1,0.01971565827360291
11802,espanejava-se,1,0.01971565827360291
11801,tomando-a,1,0.01971565827360291
5021,buraco,4,0.019552116755733574
7188,falando-lhe,1,0.0194609340065021
7174,subia-lhe,1,0.0194609340065021
7187,abraçando-a,1,0.0194609340065021
7186,arrebatadamente,1,0.0194609340065021
7185,compreendes,1,0.0194609340065021
7183,calar,1,0.0194609340065021
7182,juro-te,1,0.0194609340065021
7181,entendes,1,0.0194609340065021
7177,zombes,1,0.0194609340065021
7176,magoar-me,1,0.0194609340065021
7166,consolar-te,1,0.0194609340065021
7171,obrigues,1,0.0194609340065021
7170,ficares,1,0.0194609340065021
7169,rir-me,1,0.0194609340065021
7168,tristezinha,1,0.0194609340065021
7167,estiveres,1,0.0194609340065021
7164,volubilidade,1,0.0194609340065021
7161,ciúmes,1,0.0194609340065021
7160,assaltou-lhe,1,0.0194609340065021
7192,melancólico,1,0.0194609340065021
7190,tornar-te,1,0.0194609340065021
7189,ames,1,0.0194609340065021
7193,abraces,1,0.0194609340065021
7197,enganaste,1,0.0194609340065021
7194,bondade,1,0.0194609340065021
7196,adivinhei-o,1,0.0194609340065021
134,autor,4,0.019442339810867265
8157,particularidades,1,0.019410776960093586
7991,partiram,1,0.019410776960093586
8184,ajudarei,1,0.019410776960093586
8185,morrerei,1,0.019410776960093586
7999,deparar,1,0.019410776960093586
7997,tugiu,1,0.019410776960093586
7996,páreo,1,0.019410776960093586
7995,gorado,1,0.019410776960093586
7994,lombo,1,0.019410776960093586
7992,tropeçando,1,0.019410776960093586
8188,reste,1,0.019410776960093586
7990,ouvindo-os,1,0.019410776960093586
8159,aconselhavam,1,0.019410776960093586
7989,meteram,1,0.019410776960093586
7988,decidirá,1,0.019410776960093586
7987,tramavam,1,0.019410776960093586
7986,conjeturando,1,0.019410776960093586
8189,temo,1,0.019410776960093586
7984,agitar-se,1,0.019410776960093586
7983,alerta,1,0.019410776960093586
7982,engatilhadas,1,0.019410776960093586
7981,justeza,1,0.019410776960093586
8181,servidor,1,0.019410776960093586
8180,deixar-vos,1,0.019410776960093586
8179,poupai-me,1,0.019410776960093586
8178,consagro,1,0.019410776960093586
8160,selar,1,0.019410776960093586
8161,cartas,1,0.019410776960093586
8156,escrevendo,1,0.019410776960093586
8162,refleti,1,0.019410776960093586
8163,assentei,1,0.019410776960093586
8164,afastais-me,1,0.019410776960093586
8165,correis,1,0.019410776960093586
8166,representante,1,0.019410776960093586
8168,infundados,1,0.019410776960093586
8169,submeter,1,0.019410776960093586
8170,provança,1,0.019410776960093586
8173,reconheço,1,0.019410776960093586
8174,juvenil,1,0.019410776960093586
8175,gira,1,0.019410776960093586
8177,ensinem,1,0.019410776960093586
8155,velara,1,0.019410776960093586
8154,modulações,1,0.019410776960093586
8152,cristãs,1,0.019410776960093586
7979,assentai,1,0.019410776960093586
7980,denunciante,1,0.019410776960093586
7975,sondarem,1,0.019410776960093586
7967,escureça,1,0.019410776960093586
7961,decididos,1,0.019410776960093586
7978,disse-lhes,1,0.019410776960093586
7977,partirem,1,0.019410776960093586
7973,deram-lhes,1,0.019410776960093586
7974,encaminharam,1,0.019410776960093586
7972,frutas,1,0.019410776960093586
7971,salvar-se,1,0.019410776960093586
7968,achegaremos,1,0.019410776960093586
7963,dispondo,1,0.019410776960093586
7966,concluído,1,0.019410776960093586
7965,trazei,1,0.019410776960093586
7962,desempeno,1,0.019410776960093586
3807,ralhar,1,0.01931123451414439
3806,resolvida,1,0.01931123451414439
3800,silogismo,1,0.01931123451414439
3805,originalidade,1,0.01931123451414439
3804,concisa,1,0.01931123451414439
3816,envolvidos,1,0.01931123451414439
3824,arrisques,1,0.01931123451414439
3809,porventura,1,0.01931123451414439
3811,apanha-se,1,0.01931123451414439
3832,fazer-te,1,0.01931123451414439
3822,pairar,1,0.01931123451414439
3827,afligir-se,1,0.01931123451414439
3828,cuidando,1,0.01931123451414439
3829,chorou,1,0.01931123451414439
3831,perdôo,1,0.01931123451414439
3820,duvidara,1,0.01931123451414439
3843,orgulhoso,1,0.01931123451414439
3834,encomendado,1,0.01931123451414439
3842,infinita,1,0.01931123451414439
78,escrever,4,0.01930539526957872
7347,sincera,1,0.019261845167560902
7346,expor,1,0.019261845167560902
7357,superiores,1,0.019261845167560902
7355,ressumbrava,1,0.019261845167560902
7343,sentai-vos,1,0.019261845167560902
7348,pensei,1,0.019261845167560902
7353,opões,1,0.019261845167560902
7349,houvésseis,1,0.019261845167560902
7351,crer-me,1,0.019261845167560902
7352,agasteis,1,0.019261845167560902
7344,reunia,1,0.019261845167560902
7337,incumba,1,0.019261845167560902
7339,mandai-o,1,0.019261845167560902
7361,prevendo,1,0.019261845167560902
7336,entendendo,1,0.019261845167560902
7364,pagar-te,1,0.019261845167560902
7360,fixaram-se,1,0.019261845167560902
7359,percorreram,1,0.019261845167560902
5053,voltai,1,0.019115181371868812
4988,pressentiu,1,0.019115181371868812
5050,parvos,1,0.019115181371868812
5051,revoltai-vos,1,0.019115181371868812
5059,mataríeis,1,0.019115181371868812
5058,obstinam,1,0.019115181371868812
5043,viemos,1,0.019115181371868812
5045,avisareis,1,0.019115181371868812
4989,conjurar,1,0.019115181371868812
5040,sacar,1,0.019115181371868812
5036,espereis,1,0.019115181371868812
5033,desembuchai,1,0.019115181371868812
5032,laconicamente,1,0.019115181371868812
5030,espairecer,1,0.019115181371868812
5028,significativo,1,0.019115181371868812
5025,distintas,1,0.019115181371868812
5024,claras,1,0.019115181371868812
5023,acústico,1,0.019115181371868812
5020,torre,1,0.019115181371868812
5019,cerceando,1,0.019115181371868812
5016,enxurrada,1,0.019115181371868812
5012,minam,1,0.019115181371868812
5010,arquitetos,1,0.019115181371868812
5009,construídas,1,0.019115181371868812
5048,retroceder,1,0.019115181371868812
5008,subterrâneas,1,0.019115181371868812
5005,tanchagem,1,0.019115181371868812
5003,açúcar,1,0.019115181371868812
5001,gretado,1,0.019115181371868812
4999,montículo,1,0.019115181371868812
4998,produzira,1,0.019115181371868812
4993,ruído,1,0.019115181371868812
4991,aplicando,1,0.019115181371868812
4990,concentrou-se,1,0.019115181371868812
5054,voltarei,1,0.019115181371868812
8970,surpreendidos,1,0.019066788507636233
9023,tragar,1,0.019066788507636233
9016,impunemente,1,0.019066788507636233
9007,importam,1,0.019066788507636233
9008,morremos,1,0.019066788507636233
9009,vivemos,1,0.019066788507636233
9010,iludis,1,0.019066788507636233
9011,julgará,1,0.019066788507636233
9012,julgarão,1,0.019066788507636233
9017,piores,1,0.019066788507636233
9003,imperativamente,1,0.019066788507636233
9019,brás,1,0.019066788507636233
9020,assassinados,1,0.019066788507636233
9021,infamemente,1,0.019066788507636233
9022,vingá-los,1,0.019066788507636233
9024,repito,1,0.019066788507636233
9025,mostrarei,1,0.019066788507636233
9004,pasmados,1,0.019066788507636233
9013,defenderão,1,0.019066788507636233
9002,consegui-lo,1,0.019066788507636233
8983,tenham,1,0.019066788507636233
8973,explicai-nos,1,0.019066788507636233
8975,víbora,1,0.019066788507636233
9001,acidental,1,0.019066788507636233
8976,alimentamos,1,0.019066788507636233
8977,morderá,1,0.019066788507636233
8980,sejamos,1,0.019066788507636233
8981,exterminados,1,0.019066788507636233
8978,dente,1,0.019066788507636233
8990,traidor,1,0.019066788507636233
8991,assassinar-nos,1,0.019066788507636233
8995,denunciavam,1,0.019066788507636233
8996,exacerbação,1,0.019066788507636233
8971,indignados,1,0.019066788507636233
8997,lavrando,1,0.019066788507636233
3810,pássaro,7,0.019058566135584463
7856,vultos,6,0.01903354778073636
9713,iluminavam,1,0.018970734157471816
9705,chamai-nos,1,0.018970734157471816
9712,religiosos,1,0.018970734157471816
9711,exagerando,1,0.018970734157471816
9710,sabíeis,1,0.018970734157471816
9708,abjurou,1,0.018970734157471816
9707,chame,1,0.018970734157471816
9699,mentis,1,0.018970734157471816
9704,patrão,1,0.018970734157471816
9702,endemoninhados,1,0.018970734157471816
9701,perderia,1,0.018970734157471816
9700,belzebu,1,0.018970734157471816
9698,digo-vos,1,0.018970734157471816
9697,culpas,1,0.018970734157471816
9693,enraivar,1,0.018970734157471816
9694,nonadas,1,0.018970734157471816
9703,batista,1,0.018970734157471816
9691,fariseu,1,0.018970734157471816
9681,desprazer,1,0.018970734157471816
9717,poderem,1,0.018970734157471816
9714,irritados,1,0.018970734157471816
9695,redentor,1,0.018970734157471816
9676,notava,1,0.018970734157471816
9677,alongava,1,0.018970734157471816
9678,suportar,1,0.018970734157471816
9690,tarda,1,0.018970734157471816
9679,pinga,1,0.018970734157471816
9682,baforada,1,0.018970734157471816
9684,fumava,1,0.018970734157471816
9685,bolso,1,0.018970734157471816
9686,bragas,1,0.018970734157471816
9687,cachimbo,1,0.018970734157471816
9689,isca,1,0.018970734157471816
9696,confessando,1,0.018970734157471816
2705,voltará,6,0.01895367728899704
203,rola,4,0.018952317978986274
10558,heróica,6,0.018944840445374065
5209,diabo,4,0.0189407007484619
7778,comecei,1,0.01892306899627214
7133,alivio,1,0.01892306899627214
7147,sedutor,1,0.01892306899627214
7146,prostrava,1,0.01892306899627214
7145,nesga,1,0.01892306899627214
7144,orvalhar-lhe,1,0.01892306899627214
7143,ajoelhava-se,1,0.01892306899627214
7142,desvairado,1,0.01892306899627214
7138,umedecidos,1,0.01892306899627214
7137,rescaldo,1,0.01892306899627214
7136,queimam,1,0.01892306899627214
7135,refrescarem,1,0.01892306899627214
7131,indisposição,1,0.01892306899627214
7149,sobressaltando-se,1,0.01892306899627214
7130,pretextara,1,0.01892306899627214
7127,prendeu,1,0.01892306899627214
7126,aveludada,1,0.01892306899627214
7125,caixa,1,0.01892306899627214
7123,embaraço,1,0.01892306899627214
7120,trouxesse,1,0.01892306899627214
7119,ficarias,1,0.01892306899627214
7117,acompanhariam,1,0.01892306899627214
7113,cingiu-o,1,0.01892306899627214
7112,ir-lhe,1,0.01892306899627214
7777,prendesse,1,0.01892306899627214
7148,harmoniosas,1,0.01892306899627214
7150,faço-te,1,0.01892306899627214
7759,acariciavam,1,0.01892306899627214
7776,aprovais,1,0.01892306899627214
7774,desprezar,1,0.01892306899627214
7769,incomodo,1,0.01892306899627214
7767,querer-vos,1,0.01892306899627214
7765,conte,1,0.01892306899627214
7764,deixai-as,1,0.01892306899627214
7763,mágoas,1,0.01892306899627214
7762,contai-me,1,0.01892306899627214
7761,chamar-me,1,0.01892306899627214
7151,julgaste,1,0.01892306899627214
7760,ouvir-vos,1,0.01892306899627214
7758,familiarmente,1,0.01892306899627214
7755,aceitai-me,1,0.01892306899627214
7748,sufocava,1,0.01892306899627214
7745,consolar-vos,1,0.01892306899627214
7742,soltas,1,0.01892306899627214
7741,negareis,1,0.01892306899627214
7740,condenai-me,1,0.01892306899627214
7157,magoada,1,0.01892306899627214
7154,fizeste-me,1,0.01892306899627214
7132,derramou,1,0.01892306899627214
3364,sentinela,4,0.01891963080947214
